cluster_id	rm_classification	repeat_class	repeat_subclass	repeat_order	repeat_superfamily	repeat_family	average	median	minimum	maximum	standard_deviation	iqr	num_alignments	species	mean_insertion_length	insertion_count	total_genome_bp_cluster	total_genome_percent_cluster
Cluster497	RC-Helitron	II	2	Helitron	Helitron	NA	19.0386503067485	19.1	5.31	32.68	5.79387305193631	7.7475	326	elegans	162.155	174	26191	0.0261198
Cluster498	Unknown	NA	NA	NA	NA	NA	18.0263354037267	18	5.7	35.63	5.93654167944614	9.81	161	elegans	90.5132	152	13633	0.0135959
Cluster499	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	20.9272727272727	20.89	9.48	30.73	6.42725534387823	9.8475	22	elegans	121.75	20	2403	0.00239647
Cluster500	RC-Helitron	II	2	Helitron	Helitron	NA	9.99507462686567	8.48	0.99	36.34	8.3783431813243	10.46	67	elegans	142.393	56	7787	0.00776583
Cluster501	DNA-hAT	II	1	TIR	hAT	NA	18.7133333333333	19.03	3.45	32.76	5.93502759980455	9.38	84	elegans	96.8194	72	6813	0.00679448
Cluster502	Unknown	NA	NA	NA	NA	NA	22.4391011235955	23.59	5.18	37.76	7.07465782025878	8.36	89	elegans	93.0526	76	6574	0.00655613
Cluster504	Unknown	NA	NA	NA	NA	NA	17.1653448275862	17.595	6.29	26.32	5.5393093544793	8.0675	58	elegans	64.6604	53	3380	0.00337081
Cluster507	LTR-Gypsy	I	NA	LTR	Gypsy	NA	8.35	4.94	0	22.58	6.86548415825663	7.6425	12	elegans	814	8	6495	0.00647734
Cluster508	LTR-Gypsy	I	NA	LTR	Gypsy	NA	8.255	8.255	0	16.51	11.6743329573899	8.255	2	elegans	2569	2	5138	0.00512403
Cluster50	DNA-CMC-Mirage	II	1	TIR	CACTA	Mirage	6.929	2.705	0.89	27.47	9.7463149161334	1.8525	10	elegans	107.4	10	1036	0.00103318
Cluster510	LINE-CR1	I	NA	LINE	Jockey	CR1	29.45	29.45	29.45	29.45	NA	0	1	elegans	74	1	74	7.37988e-05
Cluster511	Unknown	NA	NA	NA	NA	NA	17.2733333333333	19.88	0	31.94	16.1287610600856	15.97	3	elegans	230.667	3	692	0.000690119
Cluster512	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	12.6385714285714	12.65	12.09	13.06	0.348206288064445	0.494999999999999	7	elegans	1009.86	7	7068	0.00704878
Cluster515	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	8.58904761904762	5.78	2.03	26.32	7.09222525358713	10.01	21	elegans	336.467	15	5020	0.00500635
Cluster522	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	elegans	176	1	176	0.000175522
Cluster523	LINE-CR1	I	NA	LINE	Jockey	CR1	4.09	4.09	0	8.18	5.78413347010596	4.09	2	elegans	283.5	2	567	0.000565459
Cluster528	LINE-I-Jockey	I	NA	LINE	I	NA	19.398	22.655	0	49.09	14.67539422147	15.095	10	elegans	113.667	9	1022	0.00101922
Cluster529	LINE-CR1	I	NA	LINE	Jockey	CR1	1.23	0.995	0.42	2.43	0.792388793459373	1.0775	6	elegans	430.167	6	2578	0.00257099
Cluster52	LINE-CR1	I	NA	LINE	Jockey	CR1	12.5807142857143	13.05	0	22.28	8.59843945079635	15.345	14	elegans	63	13	727	0.000725024
Cluster530	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	elegans	358	1	358	0.000357027
Cluster533	Simple_repeat	Simple_repeat	NA	NA	NA	NA	26.3638095238095	31.24	5.35	43.16	10.6077459793259	15.76	21	elegans	213.714	7	1495	0.00149094
Cluster535	Simple_repeat	Simple_repeat	NA	NA	NA	NA	15.02	15.01	6.46	24.33	6.06982426983407	6.49	7	elegans	112.571	7	788	0.000785858
Cluster537	SINE_q	I	NA	SINE	NA	NA	16.5706818181818	22.78	0	34.12	11.9203262788432	21.8075	44	elegans	68.8409	44	3029	0.00302077
Cluster53	snRNA	snRNA	NA	NA	NA	NA	5.49216216216216	4.08	0	18.05	5.0757468717723	4.55	37	elegans	119.606	33	3905	0.00389438
Cluster540	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	22.1533333333333	26.64	12.31	27.51	8.53566830033439	7.6	3	elegans	157.333	3	123	0.000122666
Cluster545	Simple_repeat	Simple_repeat	NA	NA	NA	NA	33.6262357414449	33.9	12.98	48.08	5.94168884330256	8.375	263	elegans	211.705	193	34249	0.0341559
Cluster546	LTR-Gypsy	I	NA	LTR	Gypsy	NA	19.2375	22.2	6.68	25.87	9.05854062933613	10.3025	4	elegans	64	3	191	0.000190481
Cluster547	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	19.786	21.12	10.23	23.53	3.87659415237425	3.63	10	elegans	159.625	8	1239	0.00123563
Cluster54	RC-Helitron	II	2	Helitron	Helitron	NA	22.1239005046864	22.59	5.78	35.61	4.7743217372418	6.15	1387	elegans	201.217	761	122125	0.121793
Cluster552	SINE_q	I	NA	SINE	NA	NA	1.00666666666667	0	0	5.28	1.66919855305587	1.93	15	elegans	76.6	15	1149	0.00114588
Cluster554	LTR-Gypsy	I	NA	LTR	Gypsy	NA	31.63	31.63	31.63	31.63	NA	0	1	elegans	136	1	136	0.00013563
Cluster556	DNA-PIF-Harbinger	II	1	TIR	PIF-Harbinger	NA	6.34173913043478	1.97	0	29.53	9.59773725803683	3.175	23	elegans	767.357	14	10696	0.0106669
Cluster558	DNA-hAT	II	1	TIR	hAT	NA	10.3285714285714	6.97	0	35.68	10.7356070783472	13.9975	14	elegans	156.5	12	1841	0.00183599
Cluster559	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	7.66785714285714	0.16	0	36.25	14.9673203904483	0.29	14	elegans	1080.46	13	14046	0.0140078
Cluster55	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	12.4303355704698	11.76	0	38.94	8.01101875143448	9.925	298	elegans	144.089	179	21343	0.021285
Cluster560	DNA-TcMar-Mariner	II	1	TIR	Tc1-Mariner	Mariner	0.394931506849315	0.4	0	0.66	0.138153731679114	0.16	73	elegans	1197.06	71	84990	0.0847589
Cluster561	Simple_repeat	Simple_repeat	NA	NA	NA	NA	18.760252559727	18.93	0	39.14	6.42367031416016	9.55	1465	elegans	160.619	691	73592	0.0733919
Cluster562	LINE-CR1	I	NA	LINE	Jockey	CR1	4.09153846153846	2.835	0	16.96	4.21577104910377	3.175	26	elegans	841.611	18	15084	0.015043
Cluster563	RC-Helitron	II	2	Helitron	Helitron	NA	12.4816678912564	8.18	0	47.18	10.2615615897489	7.57	1361	elegans	580.798	327	181733	0.181239
Cluster564	DNA	II	NA	NA	NA	NA	16.8851055900621	16.54	0.23	35.84	4.94924047090428	6.23	805	elegans	139.596	582	72469	0.072272
Cluster565	DNA	II	NA	NA	NA	NA	12.3808675799087	10.945	0	39.37	5.79168489223055	6.7725	438	elegans	200.821	351	68594	0.0684075
Cluster566	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	17.8565942028986	17.675	3.94	32.51	5.72859156412632	6.0025	138	elegans	75.408	125	8292	0.00826946
Cluster567	DNA	II	NA	NA	NA	NA	20.23625	22.86	0	48.53	10.8022562691997	17.755	184	elegans	131.541	111	13151	0.0131152
Cluster568	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	14.9942666666667	11.93	0	39.21	10.0170692392608	13.37	75	elegans	317.662	65	20225	0.02017
Cluster569	Unknown	NA	NA	NA	NA	NA	9.59886075949367	6.85	1.66	29.93	5.80405424944753	8.16	237	elegans	159.315	197	30015	0.0299334
Cluster56	Unknown	NA	NA	NA	NA	NA	20.4680198019802	20.12	0	45.02	9.01073970546281	13.48	101	elegans	118.304	92	10726	0.0106968
Cluster570	Unknown	NA	NA	NA	NA	NA	10.4986893203883	10.755	0	27.69	5.4366838646799	7.58	206	elegans	211.713	129	21630	0.0215712
Cluster571	RC-Helitron	II	2	Helitron	Helitron	NA	16.0936842105263	15.19	11.53	23.33	3.52562872332536	5.39	19	elegans	83.4286	14	930	0.000927472
Cluster572	Unknown	NA	NA	NA	NA	NA	9.5064989059081	8.91	0	23.83	4.53088562618442	6.73	457	elegans	45.7178	450	20483	0.0204273
Cluster573	DNA	II	NA	NA	NA	NA	23.2663095238095	26.05	1.6	49.57	9.3491334556603	9.1275	420	elegans	189.706	306	56085	0.0559325
Cluster574	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	13.3510687022901	9.45	3.45	33.48	8.78291797068941	14.84	131	elegans	152.812	96	11970	0.0119375
Cluster576	DNA	II	NA	NA	NA	NA	9.97467741935484	7.315	0	29.24	8.08577365917779	14.16	124	elegans	162.035	114	18423	0.0183729
Cluster577	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	21.5925	25.155	0	40.93	12.274172673471	26.3225	276	elegans	272.71	248	67397	0.0672138
Cluster578	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	20.1770833333333	20.3	9.56	35.47	6.26582412718021	7.0675	24	elegans	165.2	20	2971	0.00296292
Cluster579	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	14.2422553191489	12.8	0	38.53	8.38588912070688	12.48	235	elegans	78.5445	191	12557	0.0125229
Cluster57	Unknown	NA	NA	NA	NA	NA	3.52	3.52	3.52	3.52	NA	0	1	elegans	31	1	5	4.98641e-06
Cluster580	Unknown	NA	NA	NA	NA	NA	12.0475609756098	9.39	1	34.69	8.29141537389359	4.59	41	elegans	118.781	32	3124	0.00311551
Cluster582	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	17.2333333333333	18.11	14.52	19.07	2.39833970348934	2.275	3	elegans	228.333	3	685	0.000683138
Cluster583	SINE-R2	I	NA	SINE	NA	NA	7.095	5.22	0	19.73	6.60064821790646	11.835	30	elegans	108.407	27	2876	0.00286818
Cluster584	DNA-hAT	II	1	TIR	hAT	NA	14.03325	13.78	0.23	25.86	6.59362877698752	10.1775	40	elegans	85.5405	37	3158	0.00314941
Cluster586	DNA-PIF-Harbinger	II	1	TIR	PIF-Harbinger	NA	18.2576959064327	18.18	0	31.72	4.64253092578608	5.97	855	elegans	225.23	461	90864	0.090617
Cluster587	Unknown	NA	NA	NA	NA	NA	16.3347272727273	14.9	7.09	29.39	6.57302001015302	11.44	55	elegans	122.426	54	6608	0.00659004
Cluster588	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	20.6236378737542	21.54	1.42	38.72	7.17932096180688	10.1025	602	elegans	110.993	448	41458	0.0413453
Cluster589	Unknown	NA	NA	NA	NA	NA	14.1473493975904	14.205	0.33	30.72	4.7960946498036	6.35	1162	elegans	130.01	801	90484	0.090238
Cluster58	DNA	II	NA	NA	NA	NA	16.1718811881188	18.33	0.16	38.04	9.53125592069285	13.34	101	elegans	380.197	76	28292	0.0282151
Cluster590	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	12.1129411764706	4.88	2.23	31.89	12.2823749559612	24.37	17	elegans	843	15	12619	0.0125847
Cluster591	DNA	II	NA	NA	NA	NA	17.3730268199234	17.48	5.64	34.57	6.05804922549402	8.96	261	elegans	102.326	193	17703	0.0176549
Cluster592	Unknown	NA	NA	NA	NA	NA	24.6637267080745	25.7	5.55	43.88	7.15902465727413	8.9125	322	elegans	147.443	271	37075	0.0369742
Cluster593	Unknown	NA	NA	NA	NA	NA	8.015	5.835	1.54	21.76	6.20568243180752	5.6975	10	elegans	110.1	10	1099	0.00109601
Cluster594	DNA	II	NA	NA	NA	NA	18.5822058823529	18.765	0	35.26	4.53687332477215	5.5325	1020	elegans	200.414	771	141401	0.141017
Cluster595	DNA	II	NA	NA	NA	NA	17.0572151898734	17.55	5.27	30.04	4.439787539783	5.76	237	elegans	122.355	169	18315	0.0182652
Cluster596	Unknown	NA	NA	NA	NA	NA	17.9684584980237	18.53	3.8	29.81	5.18804352624525	6.71	253	elegans	128.412	119	15099	0.015058
Cluster597	DNA-Merlin	II	1	TIR	Merlin	NA	11.150406504065	8.85	1.22	35.69	8.06810604041008	11.305	123	elegans	138.728	103	13761	0.0137236
Cluster598	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	14.6296214511041	14.84	0	32.11	6.51219555875649	9.56	317	elegans	83.9038	208	15905	0.0158618
Cluster599	Unknown	NA	NA	NA	NA	NA	15.11375	13.685	5.59	35.76	7.74327960442202	7.2775	32	elegans	350.762	21	6592	0.00657408
Cluster59	Unknown	NA	NA	NA	NA	NA	17.8808542713568	18.13	0.26	33.77	6.49142672944141	8.02	199	elegans	115.36	150	16417	0.0163724
Cluster5	DNA-TcMar	II	1	TIR	Tc1-Mariner	NA	22.275	22.275	21.9	22.65	0.530330085889911	0.375	2	elegans	64.5	2	129	0.000128649
Cluster600	LTR-Gypsy	I	NA	LTR	Gypsy	NA	5.42038461538462	3.9	0	29.73	6.23284749100713	5.71	26	elegans	361.667	18	6487	0.00646936
Cluster601	LTR-Gypsy	I	NA	LTR	Gypsy	NA	17.0233333333333	15.47	0	31.04	7.72237349400768	8.59	15	elegans	912	11	9953	0.00992594
Cluster602	LINE-RTE-RTE	I	NA	LINE	RTE	NA	13.2235815602837	10.11	0	36.39	9.39743443496769	17.4475	282	elegans	263.879	198	48177	0.048046
Cluster603	LTR-Gypsy	I	NA	LTR	Gypsy	NA	17.2966666666667	17.77	0	35	12.721763504588	22.24	15	elegans	657.071	14	9105	0.00908025
Cluster604	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	2.19	2.19	0	4.38	3.09712770159708	2.19	2	elegans	500.5	2	1001	0.000998279
Cluster605	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	elegans	373	1	373	0.000371986
Cluster609	LINE-CR1	I	NA	LINE	Jockey	CR1	24.6433333333333	26.1	13.4	34.43	10.5904028881499	10.515	3	elegans	188	3	564	0.000562467
Cluster60	Unknown	NA	NA	NA	NA	NA	19.3901639344262	18.14	5.57	36.45	7.73739781662269	11.51	61	elegans	207.604	53	10980	0.0109501
Cluster610	LINE-Jockey	I	NA	LINE	Jockey	NA	5.68	5.68	2.78	8.58	4.10121933088198	2.9	2	elegans	261.5	2	523	0.000521578
Cluster611	LINE-RTE-RTE	I	NA	LINE	RTE	NA	15.2227027027027	14.87	0	40.93	10.5049820584353	17.46	37	elegans	470	28	13113	0.0130774
Cluster613	DNA-TcMar-Tc4	II	1	TIR	Tc1-Mariner	Tc4	0	0	0	0	0	0	2	elegans	570	2	1140	0.0011369
Cluster614	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	0	0	2	elegans	2887	1	2887	0.00287915
Cluster616	LINE-CR1	I	NA	LINE	Jockey	CR1	20.44	20.44	12.03	28.85	11.8935360595577	8.41	2	elegans	73.5	2	147	0.0001466
Cluster618	LINE-CR1	I	NA	LINE	Jockey	CR1	21.25	21.25	2.32	40.18	26.7710627357227	18.93	2	elegans	419	2	830	0.000827744
Cluster619	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	0	0	0	0	NA	0	1	elegans	163	1	163	0.000162557
Cluster621	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	0	0	0	0	NA	0	1	elegans	1160	1	1160	0.00115685
Cluster625	SINE_q	I	NA	SINE	NA	NA	2.14428571428571	2.54	0.14	3.94	1.14563864812947	0.04	14	elegans	81.3846	13	1057	0.00105413
Cluster626	LINE-R2-NeSL	I	NA	LINE	R2	NeSL	24.82	24.82	22.68	26.96	3.02641702347842	2.14	2	elegans	86.5	2	120	0.000119674
Cluster627	DNA-hAT	II	1	TIR	hAT	NA	10.16	7.41	0	34.35	8.36090624869651	13.7525	198	elegans	250.266	128	30476	0.0303931
Cluster629	DNA-hAT	II	1	TIR	hAT	NA	9.95	9.95	9.95	9.95	NA	0	1	elegans	43	1	43	4.28831e-05
Cluster62	Unknown	NA	NA	NA	NA	NA	9.5825	7.555	0.31	21.57	6.47576657838883	8.0375	28	elegans	159.593	27	4255	0.00424343
Cluster631	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	17.9629032258064	17.31	5.07	36.94	6.49919870991553	7	93	elegans	66.8554	83	5219	0.00520481
Cluster633	LTR-DIRS	I	NA	DIRS	DIRS	NA	26.6192307692308	30.43	8.55	35.37	9.47101143977282	15.25	13	elegans	96.1	10	863	0.000860654
Cluster635	DNA-TcMar-Tc2	II	1	TIR	Tc1-Mariner	Tc2	30.36	30.85	29.38	30.85	0.848704895708751	0.734999999999999	3	elegans	82	2	163	0.000162557
Cluster636	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	21.89	21.89	21.89	21.89	NA	0	1	elegans	48	1	48	4.78695e-05
Cluster639	DNA	II	NA	NA	NA	NA	17.72	17.72	15.32	20.12	3.39411254969543	2.4	2	elegans	46	2	52	5.18586e-05
Cluster641	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	23.91	22.94	22.12	27.64	2.51658498763702	1.41	4	elegans	71.5	4	286	0.000285222
Cluster643	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	11.647037037037	0.325	0	42.92	15.3162581801206	27.67	54	elegans	1160.04	46	53141	0.0529965
Cluster644	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	13.2757142857143	7.8	1.25	30.56	12.0137003141453	18.32	7	elegans	353.714	7	2476	0.00246927
Cluster645	DNA	II	NA	NA	NA	NA	18.1170588235294	18.67	0.66	32.68	9.80745938349089	11.52	17	elegans	87	16	1391	0.00138722
Cluster646	RC-Helitron	II	2	Helitron	Helitron	NA	22.3807829977629	23.58	0.3	44.84	11.6699972166134	18.265	447	elegans	441.644	292	116626	0.116309
Cluster647	LINE-CR1	I	NA	LINE	Jockey	CR1	9.33448275862069	2.46	0	39.79	12.4305903164638	17.5	29	elegans	689.32	25	17215	0.0171682
Cluster648	DNA-hAT	II	1	TIR	hAT	NA	14.6280620155039	13.4	0.16	33.42	6.24101489822566	8.17	387	elegans	145.922	357	51424	0.0512842
Cluster649	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	7.95573529411765	4.44	0.54	28.06	7.75232315997251	10.435	68	elegans	714	43	30155	0.030073
Cluster64	Unknown	NA	NA	NA	NA	NA	17.5354929577465	18.25	0.59	29.12	6.77994201170575	8.87	71	elegans	89.9833	60	5054	0.00504026
Cluster650	RC-Helitron	II	2	Helitron	Helitron	NA	14.6585714285714	13.33	2.09	30.08	10.3628024551892	19.765	14	elegans	112.182	11	1223	0.00121968
Cluster651	DNA-TcMar-Tc1	II	1	TIR	Tc1-Mariner	Tc1	8.35989361702128	5.03	0	27.26	8.28281281694836	14.4325	94	elegans	134.864	81	10530	0.0105014
Cluster652	DNA-MuLE-MuDR	II	1	TIR	Mutator	MuDR	0.201428571428571	0.15	0.12	0.3	0.0749285373825335	0.12	7	elegans	2840.2	5	14195	0.0141564
Cluster653	LTR-Pao	I	NA	LTR	Bel-Pao	Pao	23.055	22.875	12.52	33.87	7.28485758268478	6.79	6	elegans	182.833	6	1097	0.00109402
Cluster654	DNA	II	NA	NA	NA	NA	13.0638461538462	14.18	0	37.89	8.18448108889917	11.4125	104	elegans	356.44	84	28800	0.0287217
Cluster655	DNA-CMC-Chapaev	II	1	TIR	CACTA	Chapaev	9.58168224299065	9.43	0	33.03	7.70818132943899	10.4	107	elegans	183.37	100	17798	0.0177496
Cluster656	LTR-Gypsy	I	NA	LTR	Gypsy	NA	15.964	13.88	10.21	22.57	5.94711947080265	10.92	5	elegans	155.8	5	779	0.000776882
Cluster657	DNA	II	NA	NA	NA	NA	20.9461165048544	20.25	0	39.43	7.84251663202243	11.345	103	elegans	122.725	91	10986	0.0109561
Cluster658	DNA-PiggyBac	II	1	TIR	PiggyBac	NA	17.4672831050228	17.87	4.39	31.67	5.71726812771216	7.82	438	elegans	138.474	388	50163	0.0500266
Cluster659	DNA-hAT	II	1	TIR	hAT	NA	10.72	11.53	2.26	21.75	5.74785244176533	9.835	27	elegans	70.9	20	1014	0.00101124
Cluster65	Unknown	NA	NA	NA	NA	NA	4.50894736842105	1.58	0	24.12	5.89545106627591	6.725	19	elegans	244.789	19	4643	0.00463038
Cluster660	DNA	II	NA	NA	NA	NA	17.3852173913043	19.22	6.76	30.11	7.00293890874994	13.755	23	elegans	142.615	13	1823	0.00181804
Cluster661	Unknown	NA	NA	NA	NA	NA	11.7040740740741	9.65	2.25	25.03	6.32006680696054	10.6	81	elegans	127.296	71	8467	0.00844398
Cluster662	DNA-TcMar-Pogo	II	1	TIR	Tc1-Mariner	Pogo	22.0085454545455	23.38	5.63	40.9	7.94235445077017	11.61	220	elegans	192.169	160	29090	0.0290109
Cluster663	Satellite	Satellite	NA	NA	NA	NA	3.05508196721311	2.84	0	8.15	1.71238301095087	2.54	610	elegans	4746.92	13	61704	0.0615362
Cluster664	RC-Helitron	II	2	Helitron	Helitron	NA	12.28	10.03	0.17	36.46	8.67899548979399	12.6525	60	elegans	80.3148	54	4046	0.004035
Cluster665	DNA	II	NA	NA	NA	NA	11.5451006711409	11.61	0	23.85	4.64859766960434	6.26	149	elegans	73.6383	141	10012	0.00998478
Cluster667	DNA	II	NA	NA	NA	NA	8.09666666666667	2.22	2.22	19.85	10.1786852458131	8.815	3	elegans	160	3	480	0.000478695
Cluster669	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	9.98688524590164	6.46	1.26	31.47	7.35671360979969	9.07	61	elegans	112.862	58	6160	0.00614325
Cluster66	DNA	II	NA	NA	NA	NA	19.5405399568035	19.94	0	32.54	5.285532316836	6.34	463	elegans	89.113	345	24062	0.0239966
Cluster670	DNA	II	NA	NA	NA	NA	17.6469565217391	17.91	3.57	27.18	4.70264474407038	2.86	23	elegans	262.273	22	5679	0.00566356
Cluster671	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	16.1364705882353	16.75	4.96	34.08	5.51023725045764	8.42	119	elegans	105.788	85	8055	0.0080331
Cluster672	Unknown	NA	NA	NA	NA	NA	12.3423076923077	13.695	1.17	20.86	5.66522263563509	8.19	52	elegans	175	49	8539	0.00851579
Cluster673	SINE_q	I	NA	SINE	NA	NA	12.3936363636364	15.56	0	29.35	10.2271620019259	20.16	33	elegans	86.6667	33	2860	0.00285222
Cluster674	Unknown	NA	NA	NA	NA	NA	10.456724137931	9.38	0.92	21.7	4.09051379603437	5.4975	58	elegans	76.4717	53	3973	0.0039622
Cluster675	Satellite	Satellite	NA	NA	NA	NA	12.1012820512821	2.92	0	30.53	12.531661203672	23.94	39	elegans	77.7105	38	2903	0.00289511
Cluster676	Unknown	NA	NA	NA	NA	NA	8.84555555555556	7.45	0	34.54	8.3729015160803	10.13	45	elegans	103.048	42	4323	0.00431125
Cluster677	Unknown	NA	NA	NA	NA	NA	13.1303603603604	13.88	4.59	24.86	4.88288624184284	6.8	111	elegans	49.4941	85	3888	0.00387743
Cluster678	Unknown	NA	NA	NA	NA	NA	12.50625	10.59	3.02	24.24	6.76932086697033	11.3825	16	elegans	91.0667	15	1228	0.00122466
Cluster679	DNA-TcMar-Pogo	II	1	TIR	Tc1-Mariner	Pogo	11.3317142857143	7.065	0	41.77	8.89651060772388	13.97	280	elegans	246.032	219	51167	0.0510279
Cluster680	DNA-hAT-Ac	II	1	TIR	hAT	Ac	15.5342857142857	15.51	0.18	39.25	7.25591907580169	10.835	847	elegans	109.719	581	53384	0.0532389
Cluster682	Unknown	NA	NA	NA	NA	NA	15.4789830508475	14.04	5.53	32.49	6.51371436356036	7.72	59	elegans	219.742	31	6026	0.00600962
Cluster683	LTR-Gypsy	I	NA	LTR	Gypsy	NA	1.96	1.96	1.93	1.99	0.0424264068711929	0.0299999999999998	2	elegans	143.5	2	285	0.000284225
Cluster684	LTR-Gypsy	I	NA	LTR	Gypsy	NA	16.2744444444444	18.16	6.59	29.73	8.13402131653082	11.81	9	elegans	164.222	9	1376	0.00137226
Cluster685	Unknown	NA	NA	NA	NA	NA	17.2043820224719	17.4	6.86	26.86	5.68452543694806	9.36	89	elegans	109.597	77	7863	0.00784162
Cluster686	DNA	II	NA	NA	NA	NA	25.056	24.96	9.02	38.29	5.04028696798756	6.4925	240	elegans	363.571	105	38001	0.0378977
Cluster687	DNA-MULE-MuDR	II	1	TIR	Mutator	MuDR	19.5086269430052	20.68	0.43	40.09	7.8472563444679	12.0375	386	elegans	360.655	226	71499	0.0713046
Cluster688	Unknown	NA	NA	NA	NA	NA	13.29	13.72	3.01	22.5	4.71180307687982	7.84	35	elegans	169.269	26	4163	0.00415168
Cluster689	Unknown	NA	NA	NA	NA	NA	16.6322222222222	16.57	7.86	33.46	6.04731811717032	7.165	27	elegans	84.8333	24	2034	0.00202847
Cluster68	DNA-CMC-Chapaev	II	1	TIR	CACTA	Chapaev	18.3308510638298	18.97	0	35.71	10.4343025078422	16.045	47	elegans	501.256	39	19475	0.0194221
Cluster691	DNA-hAT	II	1	TIR	hAT	NA	18.7342600896861	18.64	2.55	37.75	6.24826125468705	8.485	223	elegans	70.9589	219	14885	0.0148445
Cluster692	LINE-CR1	I	NA	LINE	Jockey	CR1	15.9581818181818	13.75	0	36.82	10.721519312282	16.34	11	elegans	244.333	9	2160	0.00215413
Cluster693	LINE-RTE-RTE	I	NA	LINE	RTE	NA	14.9074074074074	8.72	0	39.57	12.8790365121573	23.965	27	elegans	405.444	18	6982	0.00696302
Cluster69	LTR-Gypsy	I	NA	LTR	Gypsy	NA	6.134	2.29	0	36.44	10.2153035057352	1	15	elegans	1100.67	12	13188	0.0131521
Cluster700	DNA-hAT-Blackjack	II	1	TIR	hAT	Blackjack	15.31	16.04	0	25	7.57203312950265	7.685	8	elegans	684	1	684	0.00068214
Cluster701	LTR-Gypsy	I	NA	LTR	Gypsy	NA	18.952	23.11	0	28.18	11.3725973286668	8.97	5	elegans	762	1	762	0.000759928
Cluster702	LINE-CR1	I	NA	LINE	Jockey	CR1	4.48833333333333	5.12	0	11.07	4.13974113522412	4.215	6	elegans	208.75	4	724	0.000722032
Cluster703	DNA-TcMar-m44	II	1	TIR	Tc1-Mariner	m44	0.345	0.345	0	0.69	0.487903679018718	0.345	2	elegans	160	2	320	0.00031913
Cluster705	LINE-CR1	I	NA	LINE	Jockey	CR1	13.75	13.75	13.75	13.75	NA	0	1	elegans	294	1	294	0.000293201
Cluster706	RC-Helitron	II	2	Helitron	Helitron	NA	0	0	0	0	NA	0	1	elegans	130	1	130	0.000129647
Cluster70	LINE-CR1	I	NA	LINE	Jockey	CR1	15.35	19.49	0	33.78	11.7400617545224	15.48	13	elegans	495.909	11	5401	0.00538632
Cluster713	DNA-hAT	II	1	TIR	hAT	NA	17.219696969697	17.35	2.86	31.37	7.20676612845894	12.87	33	elegans	97.037	27	2213	0.00220698
Cluster715	DNA-Merlin	II	1	TIR	Merlin	NA	21.1166666666667	20.36	19.28	23.71	2.30989898769044	2.215	3	elegans	124.333	3	373	0.000371986
Cluster716	RC-Helitron	II	2	Helitron	Helitron	NA	17.59	17.59	9.78	25.4	11.0450079221339	7.81	2	elegans	55.5	2	111	0.000110698
Cluster719	DNA	II	NA	NA	NA	NA	12.2722627737226	13.83	0	29.99	8.76676494702148	16.16	137	elegans	117.134	119	13686	0.0136488
Cluster71	LINE-CR1	I	NA	LINE	Jockey	CR1	21.0139583333333	20.97	0	41.73	6.94663003808234	8.505	384	elegans	151.204	265	30168	0.030086
Cluster721	DNA-TcMar-Pogo	II	1	TIR	Tc1-Mariner	Pogo	9.44603896103896	6.705	1.39	35.23	7.54557017763811	9.0625	154	elegans	269.257	113	29726	0.0296452
Cluster722	LINE-I-Jockey	I	NA	LINE	I	NA	23.295	22.635	0	39.6	11.4318928149862	11.3075	16	elegans	327.857	14	4588	0.00457553
